"Cluster","Organization","ProjectCode","MONTH","Objective","Priority","Activity","Indicator","Accumulative","Country","Admin1","AnnualTarget","Achieved"
"Nutrition","World Food Programme","SEN-14/H/65728","February","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","198","33.00"
"Nutrition","World Food Programme","SEN-14/H/65728","February","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kolda","1839","1049.00"
"Nutrition","World Food Programme","SEN-14/H/65728","February","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Louga","4183","1288.00"
"Nutrition","World Food Programme","SEN-14/H/65728","February","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1378","701.00"
"Nutrition","World Food Programme","SEN-14/H/65728","February","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","199","14.00"
"Nutrition","World Food Programme","SEN-14/H/65728","March","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Fatick","1567","1221.00"
"Nutrition","World Food Programme","SEN-14/H/65728","March","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kaffrine","2817","681.00"
"Nutrition","World Food Programme","SEN-14/H/65728","March","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kolda","1825","1750.00"
"Nutrition","World Food Programme","SEN-14/H/65728","March","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Louga","4150","880.00"
"Nutrition","World Food Programme","SEN-14/H/65728","March","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1369","545.00"
"Nutrition","World Food Programme","SEN-14/H/65728","March","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","198","20.00"
"Nutrition","World Food Programme","SEN-14/H/65728","March","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Fatick","1579","1437.00"
"Nutrition","World Food Programme","SEN-14/H/65728","March","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kaffrine","2838","321.00"
"Nutrition","World Food Programme","SEN-14/H/65728","March","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kolda","1839","3143.00"
"Nutrition","World Food Programme","SEN-14/H/65728","March","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Louga","4183","1000.00"
"Nutrition","World Food Programme","SEN-14/H/65728","March","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1378","608.00"
"Nutrition","World Food Programme","SEN-14/H/65728","March","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","199","30.00"
"Nutrition","World Food Programme","SEN-14/H/65728","April","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Fatick","1567","213.00"
"Nutrition","World Food Programme","SEN-14/H/65728","April","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kaffrine","2817","46.00"
"Nutrition","World Food Programme","SEN-14/H/65728","April","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kolda","1825","1626.00"
"Nutrition","World Food Programme","SEN-14/H/65728","April","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Louga","4150","409.00"
"Nutrition","World Food Programme","SEN-14/H/65728","April","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1369","520.00"
"Nutrition","World Food Programme","SEN-14/H/65728","April","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","198","31.00"
"Nutrition","World Food Programme","SEN-14/H/65728","April","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Fatick","1579","215.00"
"Nutrition","World Food Programme","SEN-14/H/65728","April","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kaffrine","2838","48.00"
"Nutrition","World Food Programme","SEN-14/H/65728","April","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kolda","1839","1628.00"
"Nutrition","World Food Programme","SEN-14/H/65728","April","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Louga","4183","411.00"
"Nutrition","World Food Programme","SEN-14/H/65728","April","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1378","522.00"
"Nutrition","World Food Programme","SEN-14/H/65728","April","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","199","33.00"
"Nutrition","World Food Programme","SEN-14/H/65728","May","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Fatick","1567","51.00"
"Nutrition","World Food Programme","SEN-14/H/65728","May","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kaffrine","2817","0.00"
"Nutrition","World Food Programme","SEN-14/H/65728","May","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kolda","1825","900.00"
"Nutrition","World Food Programme","SEN-14/H/65728","May","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Louga","4150","207.00"
"Nutrition","World Food Programme","SEN-14/H/65728","May","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1369","360.00"
"Nutrition","World Food Programme","SEN-14/H/65728","May","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Number boys) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","198","0.00"
"Nutrition","World Food Programme","SEN-14/H/65728","May","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Fatick","1579","52.00"
"Nutrition","World Food Programme","SEN-14/H/65728","May","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kaffrine","2838","0.00"
"Nutrition","World Food Programme","SEN-14/H/65728","May","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Kolda","1839","903.00"
"Nutrition","World Food Programme","SEN-14/H/65728","May","OBJECTIVE 3","Priority 5: Malnutrition","Management of moderate acute malnutriton in children and women","Number Children 6-59 months (Numbergirls) affected by moderate acute malnutrition admitted for treatment","NO","Senegal","Louga","4183","210.00"
